category,created_at,image,link,text,title
esporte,7.abr.2024 às 22h51,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://www1.folha.uol.com.br/esporte/2023/04/veja-os-maiores-campeoes-da-historia-do-campeonato-paulista.shtml,"Em 1912, divergências entre os clubes levaram à criação da Associação Paulista de",Veja os maiores campeões da história do Campeonato Paulista
celebridades,7.abr.2024 às 15h30,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://f5.folha.uol.com.br/celebridades/2024/04/nicholas-galitzine-nao-quer-mais-ser-principe-estou-me-retirando-dos-papeis-de-gala-romantico.shtml,Esses,Nicholas Galitzine não quer mais ser príncipe: 'Estou me retirando dos papéis de galã romântico'
equilibrio,7.abr.2024 às 15h30,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://www1.folha.uol.com.br/equilibrio/2024/04/como-o-exercicio-fisico-fortalece-o-seu-cerebro.shtml,"Atividade física melhora a saúde cognitiva e mental de todas as formas, dizem especialistas Crescendo na Holanda, Henriette van Praag sempre foi ativa, praticando",Como o exercício físico fortalece o seu cérebro
televisao,5.abr.2024 às 17h16,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://f5.folha.uol.com.br/televisao/2024/04/milton-neves-fecha-com-a-record-para-participar-de-final-do-campeonato-paulista.shtml,"Entre 2001 e 2008, Milton foi contratado da Record, e comandou programas de",Milton Neves fecha com a Record para participar de final do Campeonato Paulista
esporte,5.abr.2024 às 14h17,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://www1.folha.uol.com.br/esporte/2024/04/queda-de-saltador-frances-diante-de-macron-viraliza-nas-redes-sociais-veja-video.shtml,Jandard conquistou uma medalha de bronze no campeonato mundial de,Queda de saltador francês diante de Macron viraliza nas redes sociais; veja vídeo
astrologia,5.abr.2024 às 7h00,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://f5.folha.uol.com.br/astrologia/2024/04/venus-entra-em-aries-e-traz-muito-tesao-e-iniciativa-veja-como-aproveitar.shtml,"Explore novidades: Aventure-se em novas atividades e hobbies, especialmente aqueles que promovem aventura e exploração, como passeios de bicicleta, mergulho ou",Vênus entra em áries e traz muito tesão e iniciativa; veja como aproveitar
galerias,4.abr.2024 às 16h40,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://fotografia.folha.uol.com.br/galerias/1795434205236004-venus-pelo-signo-de-aries#foto-1795434205520589,"Independente do seu status de relacionamento, engajar-se em",Vênus em áries
galerias,4.abr.2024 às 6h38,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://fotografia.folha.uol.com.br/galerias/1795396437340983-panda-nascido-na-coreia-do-norte-chega-a-china-veja-fotos-de-hoje#foto-1795406381200932,Macron assiste apresentação de mergulho durante a inauguração do Centro Olímpico de,Panda nascido na Coreia do Norte chega à China; veja fotos de hoje
mercado,3.abr.2024 às 20h55,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://www1.folha.uol.com.br/mercado/2024/04/gigantes-americanas-das-apostas-miram-mercado-brasileiro-em-alta.shtml,"""Há muitos players sérios que não poderão pagar por esta licença"", disse Darwin Henrique, CEO da",Gigantes americanas de apostas miram mercado brasileiro em alta
colunas,3.abr.2024 às 19h17,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://www1.folha.uol.com.br/colunas/jucakfouri/2024/04/a-manipulacao-ainda-nem-comecou.shtml,"Já o craque Jayson Tatum, do Boston Celtics, em entrevista, disse que as apostas mudaram o panorama dos",A manipulação ainda nem começou
equilibrio,3.abr.2024 às 15h00,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://www1.folha.uol.com.br/equilibrio/2024/04/casos-de-artrose-disparam-no-mundo-veja-como-prevenir-a-doenca.shtml,"genéticos envolvidos em sua patologia, muito pode ser feito com medidas preventivas quando promovemos um estilo de vida saudável desde a infância, com alimentação equilibrada, prática regular de",Casos de artrose disparam no mundo; veja como prevenir a doença
esporte,2.abr.2024 às 15h24,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://www1.folha.uol.com.br/esporte/2024/04/governo-frances-desconversa-sobre-mudanca-de-local-abertura-dos-jogos-de-paris.shtml,Órgãos de segurança pressionam para que seja adotada uma alternativa ao rio Sena A ministra dos,Governo francês desconversa sobre mudança de local abertura dos Jogos de Paris
ilustrada,2.abr.2024 às 11h45,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://www1.folha.uol.com.br/ilustrada/2024/04/jornalista-christiane-pelajo-sera-ancora-do-novo-canal-de-noticias-cnbc-brasil.shtml,"Haverá atrações de política,",Jornalista Christiane Pelajo será âncora do novo canal de notícias CNBC Brasil
turismo,2.abr.2024 às 4h00,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://www1.folha.uol.com.br/turismo/2024/04/sao-sebastiao-investe-em-ecoturismo-e-baleias-para-trazer-visitante-apos-tragedia.shtml,Quem gosta de,São Sebastião investe em ecoturismo e baleias para trazer visitante após tragédia
ilustrada,1º.abr.2024 às 13h00,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://www1.folha.uol.com.br/ilustrada/2024/04/quem-e-o-designer-hideaki-itsuno-que-definiu-rumos-da-acao-em-dragons-dogma-2.shtml,"Nascido em Osaka em 1970, ele evitava","Quem é o designer Hideaki Itsuno, que definiu rumos da ação em 'Dragon's Dogma 2'"
blogs,1º.abr.2024 às 8h00,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://www1.folha.uol.com.br/blogs/saude-mental/2024/04/sesc-oferece-programacao-com-atividades-voltadas-a-saude-mental-em-abril.shtml,Ginásio de,Sesc oferece programação com atividades voltadas à saúde mental em abril
poder,31.mar.2024 às 12h00,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://www1.folha.uol.com.br/poder/2024/03/data-do-golpe-de-1964-tem-mencoes-discretas-no-governo-apos-veto-de-lula.shtml,"Márcio França (Empreendedorismo, da Microempresa e da Empresa de Pequeno Porte), Luiz Marinho (Trabalho), Margareth Menezes (Cultura) e André Fufuca (",Golpe de 1964 é relembrado por ministros após veto de Lula a atos
mercado,29.mar.2024 às 23h15,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://www1.folha.uol.com.br/mercado/2024/03/cambuci-tem-valorizacao-com-imovel-de-baixo-medio-padrao.shtml,"Os preços, segundo o site, começam em R$ 380 mil e há, na área comum, piscinas para adultos e crianças, bicicletário, academia, quadra de",Cambuci tem valorização com imóvel de baixo-médio padrão
colunas,28.mar.2024 às 16h02,https://f.i.uol.com.br/fotografia/2024/04/11/1712849857661803c17b908_1712849857_3x2_xs.jpg,https://www1.folha.uol.com.br/colunas/painel/2024/03/ex-secretario-de-bolsonaro-general-relativiza-ai-5-e-elogia-exitos-da-ditadura.shtml,"Marco Aurélio Vieira, que foi responsável pela área de Esporte no governo passado, publicou texto sobre os 60 anos do golpe O general da reserva Marco Aurélio Vieira, ex-secretário especial de","Ex-secretário de Bolsonaro, general relativiza AI-5 e elogia 'êxitos' da ditadura"
blogs,28.mar.2024 às 7h30,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/blogs/e-logo-ali/2024/03/programa-quer-formar-guias-capacitados-para-enfrentar-os-perrengues-da-natureza.shtml,Criar um diretório desse tipo por aqui pode evitar ao turista iniciante nos,Programa quer formar guias capacitados para enfrentar os perrengues da natureza
esporte,27.mar.2024 às 16h48,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/esporte/2024/03/dona-da-f1-esta-proxima-de-acordo-de-r-21-bilhoes-pela-compra-da-motogp.shtml,"pelo bilionário das telecomunicações e entretenimento John Malone, está prestes a concordar com a aquisição da Dorna Sports depois de se desvencilhar de uma oferta rival da TKO, o grupo de",Dona da F1 está perto de acordo de R$ 21 bilhões pela compra da MotoGP
televisao,26.mar.2024 às 10h00,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://f5.folha.uol.com.br/televisao/2024/03/influenciadora-virginia-fonseca-ja-faz-sbt-faturar.shtml,"A EMS, maior empresa farmacêutica do Brasil, e a casa de apostas",Influenciadora Virginia Fonseca já faz SBT faturar
ilustrada,25.mar.2024 às 16h25,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/ilustrada/2024/03/parisienses-protestam-contra-ataques-racistas-a-cantora-cotada-para-as-olimpiadas.shtml,A ministra dos,Parisienses protestam contra ataques racistas a cantora cotada para as Olimpíadas
banco-de-dados,24.mar.2024 às 17h00,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/banco-de-dados/2024/03/1924-apea-prescinde-de-preparar-a-selecao-brasileira-de-futebol.shtml,A Apea (Associação Paulista de,1924: Apea prescinde de preparar a seleção brasileira de futebol
cotidiano,23.mar.2024 às 6h31,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/cotidiano/2024/03/homem-e-condenado-a-36-anos-de-prisao-por-mandar-matar-menina-de-12-anos-em-aracariguama-sp.shtml,"Vitória foi assassinada em junho de 2018, em Araçariguama, no interior de São Paulo, após ser sequestrada por engano no momento em que andava de patins em frente a um ginásio de",Homem é condenado a 36 anos de prisão por mandar matar menina de 12 anos em Araçariguama (SP)
poder,21.mar.2024 às 12h04,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/poder/2024/03/lula-volta-a-cobrar-ministros-e-critica-imprensa-de-forma-ironica-gloriosa-e-democratica.shtml,"participação de ministros como Anielle Franco (Igualdade Racial), Márcio Macêdo (Secretaria-Geral da Presidência), Marina Silva (Meio Ambiente), Sonia Guajajara (Povos Indígenas), André Fufuca (",Lula volta a cobrar ministros e critica imprensa de forma irônica: 'gloriosa' e 'democrática'
cotidiano,21.mar.2024 às 10h59,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/cotidiano/2024/03/governo-lanca-plano-para-juventude-negra-e-anuncia-programa-de-cameras-corporais-para-policiais.shtml,"Elas estão divididas em diversos eixos, como saúde, educação, cultura, segurança pública, geração de trabalho e renda, ciência e tecnologia,","Governo lança plano para juventude negra, prevendo criação de bolsa de R$ 500 e programa de câmeras corporais"
mundo,21.mar.2024 às 9h19,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/mundo/2024/03/no-ringue-com-putin-macron-imita-russo-com-foto-treinando-boxe.shtml,"Já no começo de seu mandato, o russo se fazia fotografar treinando judô ou jogando hóquei no gelo, seus","No ringue com Putin, Macron imita russo com foto treinando boxe"
cotidiano,20.mar.2024 às 16h54,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/cotidiano/2024/03/mortes-fa-de-shows-era-o-espirito-jovem-entre-as-irmas.shtml,"""Acompanhava em bagunças,","Mortes: Fã de shows, era o espírito jovem entre as irmãs"
televisao,20.mar.2024 às 11h35,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://f5.folha.uol.com.br/televisao/2024/03/cnbc-negocia-vinda-de-jimmy-fallon-ao-brasil-para-inauguracao-de-novo-canal.shtml,"Também apresentará uma programação variada com temas como política,",CNBC negocia vinda de Jimmy Fallon ao Brasil para inauguração de novo canal
colunas,20.mar.2024 às 7h00,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/colunas/miriangoldenberg/2024/03/como-envelhecer-com-mais-autonomia-coragem-e-proposito.shtml,"homenageadas do projeto ‘Donas da Rua’, que tem por objetivo trazer mais visibilidade às mulheres notáveis para inspirar meninas e outras mulheres a buscarem seu espaço em áreas como artes, ciências,","Como envelhecer com mais autonomia, coragem e propósito"
mercado,20.mar.2024 às 3h30,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/mercado/2024/03/confira-como-aumentar-a-restituicao-do-imposto-de-renda-2024.shtml,"Porém não é possível incluir o que foi gasto com material escolar e didático, uniforme, transporte, equipamentos e aulas extra-curriculares (como idiomas, artes, cultural e",Confira como aumentar a restituição do Imposto de Renda 2024
colunistas,20.mar.2024 às 3h22,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://f5.folha.uol.com.br/colunistas/de-faixa-a-coroa/2024/03/miss-brasil-teen-2024-adolescente-negra-do-sergipe-vence-concurso-em-curitiba.shtml,Apaixonada por livros e,Miss Brasil Teen 2024: Adolescente negra do Sergipe vence concurso em Curitiba
mercado,19.mar.2024 às 11h56,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/mercado/2024/03/6-conselhos-para-superar-sindrome-do-impostor-e-melhorar-autoestima.shtml,Pode ser praticar,6 conselhos para superar síndrome do impostor e melhorar autoestima
blogs,19.mar.2024 às 8h00,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/blogs/politicas-e-justica/2024/03/o-uso-do-tempo-e-a-desigualdade-de-genero.shtml,"São inúmeros os exemplos de atividades de lazer, a saber: assistir TV, a prática de",O uso do tempo e a desigualdade de gênero
colunas,19.mar.2024 às 6h00,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/colunas/painel/2024/03/tcu-pede-explicacoes-a-cbf-e-ao-governo-lula-sobre-importacao-de-uniformes-para-juizes.shtml,"Em nota, a CBF afirma que o pedido de isenção de impostos ""está amparado pela lei e seguiu o rito costumeiro, que requer primeiro a homologação dos bens junto ao Ministério dos",TCU pede explicações à CBF e ao governo Lula sobre importação de uniformes para juízes
turismo,18.mar.2024 às 14h39,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/turismo/2024/03/praia-de-ipanema-no-rio-e-eleita-a-2a-melhor-do-mundo-conheca-os-principais-pontos.shtml,"A prática de exercícios nessa área é bastante comum, com escolinhas de","Praia de Ipanema, no Rio, é eleita a 2ª melhor do mundo; conheça os principais pontos"
cotidiano,17.mar.2024 às 17h24,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/cotidiano/2024/03/adolescente-morre-apos-ser-atingido-durante-troca-de-tiros-entre-policiais-e-suspeitos-no-recife.shtml,"Em nota publicada nas redes sociais, o perfil de",Adolescente morre após ser atingido durante troca de tiros entre policiais e suspeitos no Recife
esporte,17.mar.2024 às 15h34,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/esporte/2024/03/rio-dribla-fazenda-e-credencia-bets-para-operar-em-todo-o-brasil.shtml,O Ministério dos,Rio dribla Fazenda e credencia bets para operar em todo o Brasil
poder,16.mar.2024 às 23h15,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/poder/2024/03/eleicao-para-vereador-tera-pt-desfalcado-e-direita-rachada-em-sao-paulo.shtml,"O ativista da causa animal Felipe Becari, deputado federal, atua como secretário de",Eleição para vereador terá PT desfalcado e direita rachada em São Paulo
colunas,16.mar.2024 às 12h20,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/colunas/antonioprata/2024/03/a-maior-onda-do-mundo.shtml,"Eu não surfo, não sou fã de",A maior onda do mundo
cotidiano,15.mar.2024 às 23h15,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/cotidiano/2024/03/piscinas-publicas-fechadas-para-obras-frustram-paulistanos-no-calor.shtml,Segundo a pasta de,Piscinas públicas fechadas para obras frustram paulistanos no calor
blogs,15.mar.2024 às 14h29,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/blogs/hashtag/2024/03/campanha-viraliza-ao-mostrar-como-suposicoes-negativas-afetam-pessoas-com-sindrome-de-down.shtml,"Esse é apenas um dos vários exemplos que o vídeo traz para mostrar como o tratamento limitante pode afetar pessoas com síndrome de Down na escola, nos relacionamentos, nos",Campanha viraliza ao mostrar como 'suposições negativas' afetam pessoas com síndrome de Down
equilibrio,15.mar.2024 às 7h00,https://f.i.uol.com.br/fotografia/2024/03/27/171156698166047085e6b61_1711566981_3x2_xs.jpg,https://www1.folha.uol.com.br/equilibrio/2024/03/mulheres-precisam-de-menos-exercicios-do-que-os-homens-para-uma-vida-mais-longa-diz-pesquisa.shtml,"Desde a infância, elas são menos incentivadas a praticar","Mulheres precisam de menos exercícios do que os homens para uma vida mais longa, diz pesquisa"
cinema,14.mar.2024 às 23h15,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://guia.folha.uol.com.br/cinema/2024/03/duna-todos-nos-desconhecidos-e-garra-de-ferro-sao-filmacos-para-ver-nos-cinemas.shtml,"Ambientado no mundo da luta livre, ""Garra de Ferro"" é a antítese de muitos dos filmes sobre","'Duna', 'Todos Nós Desconhecidos' e 'Garra de Ferro' são filmaços para ver nos cinemas"
banco-de-dados,14.mar.2024 às 17h00,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://www1.folha.uol.com.br/banco-de-dados/2024/03/1924-nova-entidade-esportiva-do-rio-tem-desavenca-entre-clubes.shtml,A recém-fundada Amea (Associação Metropolitana de,1924: Nova entidade esportiva do Rio tem desavença entre clubes
colunas,13.mar.2024 às 14h24,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://www1.folha.uol.com.br/colunas/mauriciostycer/2024/03/projeto-de-novo-canal-vem-recheado-de-boas-intencoes.shtml,"Dentro do hard news, que tenha política, internacional,",Projeto de novo canal vem recheado de boas intenções
esporte,13.mar.2024 às 11h23,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://www1.folha.uol.com.br/esporte/2024/03/russia-nao-deve-boicotar-a-olimpiada-de-paris-diz-ministro-dos-esportes.shtml,"Comitê internacional liberou participação dos atletas russos, desde que sob bandeira neutra A Rússia não deve boicotar os Jogos Olímpicos de Paris, afirmou nesta quarta-feira o ministro dos","Rússia não deve boicotar a Olimpíada de Paris, diz ministro dos Esportes"
opiniao,13.mar.2024 às 9h48,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://www1.folha.uol.com.br/opiniao/2024/03/premiacao-para-o-bom-ensino.shtml,"estaríamos no caminho correto quando a população acompanhasse a performance de nossos jovens no Enem e no Pisa com a mesma atenção que dedica, por exemplo, aos que fazem sucesso na música ou nos",Premiação para o bom ensino
ambiente,12.mar.2024 às 23h15,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://www1.folha.uol.com.br/ambiente/2024/03/usinas-a-carvao-sao-o-stonehenge-da-era-do-carbono-diz-ong-que-quer-preservar-torres.shtml,"""Internacionalmente, já existem múltiplos exemplos dessas estruturas enormes e desafiadoras sendo reutilizadas de forma imaginativa — de parques de diversões a centros de","Usinas a carvão são o Stonehenge da era do carbono, diz ONG que quer preservar torres"
colunas,12.mar.2024 às 21h25,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://www1.folha.uol.com.br/colunas/painel/2024/03/governo-prioriza-saude-esportes-e-educacao-em-emendas-para-o-pac.shtml,"Recursos serão destinados a entregas de ambulâncias, postos de saúde e escolas, entre outras O governo pretende, em um primeiro momento, direcionar emendas parlamentares individuais, de banc ...","Governo prioriza Saúde, Esportes e Educação em emendas para o PAC"
galerias,12.mar.2024 às 19h38,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://fotografia.folha.uol.com.br/galerias/1792257291295337-conheca-mulheres-que-se-tornaram-ministras-do-executivo-federal#foto-1792791163917443,"Ana Moser, ex-ministra de",Conheça mulheres que se tornaram ministras do governo federal
galerias,12.mar.2024 às 15h25,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://fotografia.folha.uol.com.br/galerias/1793345177753740-em-cadeira-de-rodas-as-pessoas-podem-fazer-o-que-bem-desejarem#foto-1793345592221788,"Pessoas com deficiência estão em todos os lugares, nos","Em cadeira de rodas, as pessoas podem fazer o que bem desejarem"
televisao,11.mar.2024 às 18h00,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://f5.folha.uol.com.br/televisao/2024/03/apos-deixar-sbt-teo-jose-fecha-com-band-e-vai-apresentar-jogo-aberto-em-goias.shtml,Ele será diretor esportivo e vai montar a equipe de,"Após deixar SBT, Téo José fecha com Band e vai apresentar Jogo Aberto em Goiás"
educacao,11.mar.2024 às 14h05,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://www1.folha.uol.com.br/educacao/2024/03/atletica-de-farmacia-da-usp-e-acusada-de-racismo-em-publicacao-no-instagram.shtml,"Em geral, a equipe conta com presidente, vice, tesoureiro, secretário, diretor de marketing, diretor de",Atlética de farmácia da USP é acusada de racismo em publicação no Instagram
banco-de-dados,10.mar.2024 às 17h00,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://www1.folha.uol.com.br/banco-de-dados/2024/03/1924-amea-e-organizada-apos-saida-de-flu-fla-e-botafogo-da-liga.shtml,"Com a cisão entre os clubes no futebol do Rio de Janeiro, uma nova instituição está sendo formada, a Amea (Associação Metropolitana de","1924: Amea é organizada após saída de Flu, Fla e Botafogo da Liga"
esporte,10.mar.2024 às 11h41,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://www1.folha.uol.com.br/esporte/2024/03/clubes-de-futebol-recorrem-a-bolsa-de-valores-para-reformar-estadio-e-pagar-dividas.shtml,"Embora não tenha acesso a ações de clubes brasileiros, o investidor local tem opções relacionadas aos",Clubes de futebol recorrem à Bolsa de Valores para reformar estádio e pagar dívidas
televisao,10.mar.2024 às 8h00,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://f5.folha.uol.com.br/televisao/2024/03/douglas-tavolaro-fala-sobre-saida-da-cnn-e-planos-para-a-cnbc-ajudar-a-despolarizar-o-pais.shtml,"Dentro do hard news, que tenha política, internacional,",Douglas Tavolaro fala sobre saída da CNN e planos para a CNBC: 'Ajudar a despolarizar o país'
esporte,8.mar.2024 às 17h04,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://www1.folha.uol.com.br/esporte/2024/03/diante-de-incerteza-sobre-rio-sena-ana-marcela-cunha-pede-plano-b.shtml,Nascida em Salvador (BA) e dona de sete ouros em Mundiais de,"Diante de incerteza sobre rio Sena, Ana Marcela Cunha pede 'plano B'"
blogs,8.mar.2024 às 10h42,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://www1.folha.uol.com.br/blogs/o-mundo-e-uma-bola/2024/03/milei-defende-capital-estrangeiro-facil-e-rapido-em-clubes-argentinos.shtml,"No começo deste ano, a Confederação Argentina de","Milei defende capital estrangeiro, 'fácil' e 'rápido', em clubes argentinos"
esporte,7.mar.2024 às 10h56,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://www1.folha.uol.com.br/esporte/2024/03/manbol-o-esporte-amazonico-em-busca-de-adeptos-no-brasil.shtml,São menores do que as usadas nesses dois,"Manbol, o esporte amazônico em busca de adeptos no Brasil"
esporte,7.mar.2024 às 5h49,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://www1.folha.uol.com.br/esporte/2024/03/a-copa-do-mundo-de-futebol-feminino-que-foi-apagada-da-historia.shtml,"""Esperamos que este filme seja o início de todo um gênero de filmes de",A Copa do Mundo de futebol feminino que foi apagada da história
esporte,6.mar.2024 às 19h14,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://www1.folha.uol.com.br/esporte/2024/03/entenda-as-novas-regras-para-estrangeiros-e-grama-sintetica-no-campeonato-brasileiro.shtml,"Segundo ela, ""variáveis independentes, como tipo de calçado, clima,",Entenda as novas regras para estrangeiros e grama sintética no Campeonato Brasileiro
mundo,6.mar.2024 às 18h54,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://www1.folha.uol.com.br/mundo/2024/03/ex-numero-1-no-xadrez-kasparov-e-incluido-em-lista-de-terroristas-na-russia.shtml,Kasparov vivenciou uma das maiores rivalidades dos,"Crítico de Putin, Kasparov é incluído em lista de terroristas na Rússia"
diversao,6.mar.2024 às 6h00,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://f5.folha.uol.com.br/diversao/2024/03/em-experiencia-imersiva-icaro-silva-e-fabi-bang-transformam-teatro-em-cabaret.shtml,"""Fui uma criança que não tinha a menor conexão com","Em experiência imersiva, Ícaro Silva e Fabi Bang transformam teatro em 'Cabaret'"
colunas,5.mar.2024 às 21h15,https://f.i.uol.com.br/fotografia/2024/03/05/170966370365e765d77c8a4_1709663703_3x2_xs.jpg,https://www1.folha.uol.com.br/colunas/viniciustorres/2024/03/como-vai-a-guerra-de-haddad-para-arrecadar-mais-imposto.shtml,"empresa (""reoneração""); 2) derrubava a desoneração parcial da contribuição previdenciárias de prefeituras pequenas; 3) revogava benefícios para empresas de eventos, turismo, entretenimento,",Como vai a guerra de Haddad para arrecadar mais imposto
